simplified,traditional,pinyin_1,pinyin_2,english,hsk_level
天生,天生,tian1sheng1,tiānshēng,innate; inherent; natural,6
枚,枚,mei2,méi,"(mw for coins, rings, medals)",6
不止,不止,bu4zhi3,bùzhǐ,incessantly; more than,6
顾问,顧問,gu4wen4,gùwèn,adviser; consultant,6
障碍,障礙,zhang4'ai4,zhàng'ài,barrier; obstacle,6
危机,危機,wei1ji1,wēijī,crisis,6
维持,維持,wei2chi2,wéichí,maintain; preserve,6
保守,保守,bao3shou3,bǎoshǒu,"conservative (ideas, estimates, politically, etc.); to guard; to keep",6
主管,主管,zhu3guan3,zhǔguǎn,"person in charge of (a position, etc.); preside over; Chief Operating Officer (COO)",6
主义,主義,zhu3yi4,zhǔyì,-ism; ideology,6
罐,罐,guan4,guàn,can; jar; pot; pitcher; jug,6
视频,視頻,shi4pin2,shìpín,video,6
治安,治安,zhi4'an1,zhì'ān,law and order; public security,6
标记,標記,biao1ji4,biāojì,sign; mark; symbol,6
出卖,出賣,chu1mai4,chūmài,sell; betray; sell out,6
昏迷,昏迷,hun1mi2,hūnmí,lose consciousness; be in a coma,6
凌晨,凌晨,ling2chen2,língchén,early in the morning,6
侮辱,侮辱,wu3ru3,wǔrǔ,to insult; humiliate,6
暴露,暴露,bao4lu4,bàolù,expose; reveal; lay bare,6
绅士,紳士,shen1shi4,shēnshì,gentleman,6
公民,公民,gong1min2,gōngmín,citizen,6
残忍,殘忍,can2ren3,cánrěn,brutal; bloody; merciless,6
造型,造型,zao4xing2,zàoxíng,make a model; to mold,6
迹象,跡象,ji4xiang4,jìxiàng,mark; indication; sign,6
神圣,神聖,shen2sheng4,shénshèng,divine; holy; sacred,6
航空,航空,hang2kong1,hángkōng,aviation,6
仓库,倉庫,cang1ku4,cāngkù,depot; storehouse; warehouse,6
码头,碼頭,ma3tou5,mǎtou,dock; wharf,6
本人,本人,ben3ren2,běnrén,I; me; myself; oneself; in person,6
大不了,大不了,da4bu5liao3,dàbuliǎo,"at the worst; if worst comes to worst; serious, alarming",6
补偿,補償,bu3chang2,bǔcháng,compensation; make up,6
冲动,沖動,chong1dong4,chōngdòng,impulsive; act on impulse,6
演奏,演奏,yan3zou4,yǎnzòu,give an instrumental performance,6
对抗,對抗,dui4kang4,duìkàng,withstand; resist; antagonize,6
城堡,城堡,cheng2bao3,chéngbǎo,castle,6
本身,本身,ben3shen1,běnshēn,itself; in itself; per se,6
按摩,按摩,an4mo2,ànmó,massage,6
熬,熬,ao2,áo,endure; to boil,6
奴隶,奴隸,nu2li4,núlì,slave,6
在意,在意,zai4 yi4,zài yì,care about; mind; care,6
拜访,拜訪,bai4fang3,bàifǎng,pay a visit; call on,6
奖励,獎勵,jiang3li4,jiǎnglì,to reward (as encouragement),6
膝盖,膝蓋,xi1gai4,xīgài,knee,6
引擎,引擎,yin3qing2,yǐnqíng,engine,6
宰,宰,zai3,zǎi,slaughter; butcher; govern; rule; imperial official in dynastic China,6
贼,賊,zei2,zéi,thief,6
种族,種族,zhong3zu2,zhǒngzú,race; ethnicity,6
舌头,舌頭,she2tou5,shétou,tongue,6
消灭,消滅,xiao1mie4,xiāomiè,eliminate; perish; wipe out,6
乐趣,樂趣,le4qu4,lèqù,delight; pleasure; joy; fun,6
虐待,虐待,nve4dai4,nüèdài,to abuse; maltreat; tyrannize,6
舔,舔,tian3,tiǎn,to lick,6
薪水,薪水,xin1shui3,xīnshuǐ,salary; wage; pay; stipend,6
理智,理智,li3zhi4,lǐzhì,reason; intellect; rational,6
诉讼,訴訟,su4song4,sùsòng,lawsuit,6
封锁,封鎖,feng1suo3,fēngsuǒ,to block off; to seal off; cordon off; blockade,6
基因,基因,ji1yin1,jīyīn,gene,6
职位,職位,zhi2wei4,zhíwèi,(professional) position,6
可恶,可惡,ke3wu4,kěwù,hateful; abominable; repulsive,6
确切,確切,que4qie4,quèqiè,definite; exact; precise,6
支援,支援,zhi1yuan2,zhīyuán,to support; assist; aid,6
扎,扎,"zha1, za1, zha2","zhā, zā, zhá",to prick; push a needle into; penetrating | to tie | to struggle,6
压制,壓制,ya1zhi4,yāzhì,suppress; inhibit; stifle,6
排练,排練,pai2lian4,páiliàn,to rehearse,6
评论,評論,ping2lun4,pínglùn,comment on; discuss; remark,6
基金,基金,ji1jin1,jījīn,fund; endowment,6
投降,投降,tou2xiang2,tóuxiáng,to surrender,6
灵感,靈感,ling2gan3,línggǎn,inspiration; insight; a burst of creativity in scientific or artistic endeavor,6
漫画,漫畫,man4hua4,mànhuà,comics; manga,6
预言,預言,yu4yan2,yùyán,predict; prophecy,6
角落,角落,jiao3luo4,jiǎoluò,corner; nook,6
策略,策略,ce4lve4,cèlüè,tactics; plot,6
领先,領先,ling3xian1,lǐngxiān,leadership; to lead; be in front,6
装备,裝備,zhuang1bei4,zhuāngbèi,equipment; to equip; to outfit,6
流氓,流氓,liu2mang2,liúmáng,rogue; hooligan; gangster,6
声明,聲明,sheng1ming2,shēngmíng,statement; declare; proclaim,6
排除,排除,pai2chu2,páichú,eliminate; get rid of; remove,6
成交,成交,cheng2jiao1,chéngjiāo,complete a contract; clinch a deal; to seal,6
皇后,皇后,huang2hou4,huánghòu,an empress,6
消防,消防,xiao1fang2,xiāofáng,fire-fighting; fire prevention and control,6
吼,吼,hou3,hǒu,roar; howl,6
发动,發動,fa1dong4,fādòng,to start; to launch; mobilize,6
集团,集團,ji2tuan2,jítuán,group; bloc; circle; clique,6
协助,協助,xie2zhu4,xiézhù,assist; to help,6
动力,動力,dong4li4,dònglì,power; motion; impetus; driving force,6
阴谋,陰謀,yin1mou2,yīnmóu,a plot; a conspiracy,6
性命,性命,xing4ming4,xìngmìng,life,6
协会,協會,xie2hui4,xiéhuì,an association; a society,6
喉咙,喉嚨,hou2long2,hóulóng,throat; larynx,6
爆发,爆發,bao4fa1,bàofā,break out; erupt; explode,6
陷害,陷害,xian4hai4,xiànhài,cast blame on; to frame,6
瞄准,瞄准,miao2zhun3,miáozhǔn,take aim (a weapon at a target),6
随意,隨意,sui2yi4,suíyì,as one wishes; according to one's wishes,6
荒唐,荒唐,huang1tang5,huāngtang,beyond belief; preposterous; absurd; intemperate,6
策划,策劃,ce4hua4,cèhuà,plot; scheme; bring about,6
弥补,彌補,mi2bu3,míbǔ,make up for a deficiency; remedy; offset,6
党,黨,dang3,dǎng,party; club; association,6
来源,來源,lai2yuan2,láiyuán,source; originate,6
判决,判決,pan4jue2,pànjué,judgment (by a court of law); adjudicate,6
陷阱,陷阱,xian4jing3,xiànjǐng,trap; snare,6
公正,公正,gong1zheng4,gōngzhèng,just; fair,6
依靠,依靠,yi1kao4,yīkào,rely on; depend on,6
委托,委托,wei3tuo1,wěituō,to entrust; to trust; to ensign; to commission,6
犬,犬,quan3,quǎn,dog (Kangxi radical 94),6
冲突,沖突,chong1tu1,chōngtū,conflict; clash,6
指示,指示,zhi3shi4,zhǐshì,indicate; instruct; instructions,6
化妆,化妝,hua4 zhuang1,huà zhuāng,put on make-up,6
端,端,duan1,duān,end; beginning; extremity; carry holding something from the sides,6
卑鄙,卑鄙,bei1bi3,bēibǐ,base; mean; despicable; contemptible; unprincipled,6
人士,人士,ren2shi4,rénshì,person; public figure,6
脆弱,脆弱,cui4ruo4,cuìruò,weak; fragile; flimsy; frail,6
侵犯,侵犯,qin1fan4,qīnfàn,encroach on; infringe on; violation,6
器官,器官,qi4guan1,qìguān,organ; apparatus,6
考验,考驗,kao3yan4,kǎoyàn,put to the test; trial,6
崇拜,崇拜,chong2bai4,chóngbài,worship; adore,6
魔术,魔術,mo2shu4,móshù,magic,6
欲望,欲望,yu4wang4,yùwàng,desire; lust,6
实力,實力,shi2li4,shílì,strength,6
赌博,賭博,du3bo2,dǔbó,to gamble,6
处境,處境,chu3jing4,chǔjìng,plight; unfavorable situation,6
继承,繼承,ji4cheng2,jìchéng,inherit; carry on; succeed,6
晃,晃,"huang4, huang3","huàng, huǎng",to sway; to shake | to dazzle; to flash past,6
雇佣,雇佣,gu4yong1,gùyōng,employ; hire,6
隔离,隔離,ge2li2,gélí,insulate; separate; isolate,6
企图,企圖,qi3tu2,qǐtú,(to ) attempt; try; attempt,6
无能为力,無能為力,wu2 neng2 wei2 li4,wú néng wéi lì,incapable of action; powerless; impotent,6
领袖,領袖,ling3xiu4,lǐngxiù,leader,6
挣扎,掙扎,zheng1zha2,zhēngzhá,to struggle,6
丁,丁,ding1,dīng,male adult; robust; cubes (of food); T-shaped (4th Heavenly Stem),6
骚扰,騷擾,sao1rao3,sāorǎo,harass; disturb; molest; cause a commotion,6
难堪,難堪,nan2kan1,nánkān,hard to take; endure; embarrassed,6
许可,許可,xu3ke3,xǔkě,allow; permit; permission,6
汇报,匯報,hui4bao4,huìbào,report; give an account of; to collect information and report back,6
过度,過度,guo4du4,guòdù,excessive; exceeding; lavishly,6
肺,肺,fei4,fèi,lung,6
提示,提示,ti2shi4,tíshì,to prompt; to present; to point out; to draw attention to sth; hint; brief; cue,6
包围,包圍,bao1wei2,bāowéi,surround; encircle; hem in,6
混合,混合,hun4he2,hùnhé,to mix; to blend,6
明智,明智,ming2zhi4,míngzhì,wise,6
武装,武裝,wu3zhuang1,wǔzhuāng,arms; equipment; to arm,6
透露,透露,tou4lu4,tòulù,divulge; to reveal; leak out,6
斗争,斗爭,dou4zheng1,dòuzhēng,to struggle; to fight for; to battle,6
指甲,指甲,zhi3jia5,zhǐjia,fingernail,6
选举,選舉,xuan3ju3,xuǎnjǔ,elect; election,6
足以,足以,zu2yi3,zúyǐ,sufficient to ...; so much so that; sufficiently,6
隐私,隱私,yin3si1,yǐnsī,privacy; personal secret,6
口音,口音,kou3yin1,kǒuyīn,accent,6
旋转,旋轉,xuan2zhuan3,xuánzhuǎn,to whirl; to spin; rotate,6
穿越,穿越,chuan1yue4,chuānyuè,pass through; cut across,6
回顾,回顧,hui2gu4,huígù,look back; to review,6
扁,扁,"bian3, pian1","biǎn, piān",flat,6
欢乐,歡樂,huan1le4,huānlè,gaiety; glee; delighted,6
环节,環節,huan2jie2,huánjié,link; sector; segment (of annelid worms),6
抚养,撫養,fu3yang3,fǔyǎng,foster; bring up; raise,6
残酷,殘酷,can2ku4,cánkù,cruel,6
使命,使命,shi3ming4,shǐmìng,a (diplomatic or other) mission,6
酒精,酒精,jiu3jing1,jiǔjīng,alcohol; ethanol,6
场合,場合,chang3he2,chǎnghé,occasion; situation,6
模型,模型,mo2xing2,móxíng,model; mould; matrix; pattern,6
通讯,通訊,tong1xun4,tōngxùn,communication; correspondence; news dispatch,6
评估,評估,ping2gu1,pínggū,evaluate,6
解除,解除,jie3chu2,jiěchú,remove; relieve (someone of their duties); sack; get rid of,6
给予,給予,ji3yu3,jǐyǔ,to give,6
典型,典型,dian3xing2,diǎnxíng,typical case; model,6
伪造,偽造,wei3zao4,wěizào,forge; to fake; to counterfeit,6
掩盖,掩蓋,yan3gai4,yǎngài,conceal; cover up; hide behind,6
团结,團結,tuan2jie2,tuánjié,unite; hold a rally; join forces,6
趴,趴,pa1,pā,lie on one's stomach,6
翘,翹,"qiao2, qiao4","qiáo, qiào",to raise; to become warped | stick up; bend upwards,6
诱惑,誘惑,you4huo4,yòuhuò,tempt; temptation; entice; lure; attract,6
火箭,火箭,huo3jian4,huǒjiàn,rocket,6
负担,負擔,fu4dan1,fùdān,to (bear a) burden; carry; a load,6
轮胎,輪胎,lun2tai1,lúntāi,tire (of a wheel),6
团体,團體,tuan2ti3,tuántǐ,group; organization; team,6
倾向,傾向,qing1xiang4,qīngxiàng,trend; tendency; inclination,6
遭遇,遭遇,zao1yu4,zāoyù,befall; suffer; encounter,6
统治,統治,tong3zhi4,tǒngzhì,to rule (a country); govern; governance,6
嘴唇,嘴唇,zui3chun2,zuǐchún,lip,6
边缘,邊緣,bian1yuan2,biānyuán,edge; fringe; verge; brink,6
复活,復活,fu4huo2,fùhuó,resurrection,6
双胞胎,雙胞胎,shuang1bao1tai1,shuāngbāotāi,twins,6
居民,居民,ju1min2,jūmín,resident; inhabitant,6
蜡烛,蠟燭,la4zhu2,làzhú,candle,6
立场,立場,li4chang3,lìchǎng,position; standpoint,6
意志,意志,yi4zhi4,yìzhì,will; willpower; determination,6
情形,情形,qing2xing5,qíngxing,circumstances; situation,6
仁慈,仁慈,ren2ci2,réncí,benevolent; kindhearted; charitable,6
隧道,隧道,sui4dao4,suìdào,tunnel,6
无比,無比,wu2bi3,wúbǐ,matchless; incomparable,6
导弹,導彈,dao3dan4,dǎodàn,guided missile; cruise missile,6
一向,一向,yi2xiang4,yíxiàng,all along; the whole time; constantly; always,6
突破,突破,tu1po4,tūpò,break through; breakthrough,6
本事,本事,ben3shi5,běnshi,ability; skill; capability; (-shì: this matter; literary source),6
指令,指令,zhi3ling4,zhǐlìng,order; command; instruction,6
石油,石油,shi2you2,shíyóu,oil; petroleum,6
撤退,撤退,che4tui4,chètuì,retreat,6
悲惨,悲慘,bei1can3,bēicǎn,miserable; tragic,6
模式,模式,mo2shi4,móshì,model; pattern; method,6
风暴,風暴,feng1bao4,fēngbào,storm; violent commotion,6
忽略,忽略,hu1lve4,hūlüè,ignore; forget about; neglect,6
外表,外表,wai4biao3,wàibiǎo,outward appearance; external; outside,6
额外,額外,e2wai4,éwài,extra; added; additional,6
干扰,干擾,gan1rao3,gānrǎo,interfere; obstruction,6
防守,防守,fang2shou3,fángshǒu,to defend; protect; to guard,6
牵,牽,qian1,qiān,to lead along; to pull (an animal on a tether),6
欺负,欺負,qi1fu5,qīfu,to bully; intimidate,6
挽救,挽救,wan3jiu4,wǎnjiù,to rescue; retrieve; to remedy,6
酗酒,酗酒,xu4jiu3,xùjiǔ,heavy drinking; drink to excess; binge drink,6
脱离,脫離,tuo1li2,tuōlí,to separate oneself from; to break away from; be divorced from; diastasis (medicine); abscission; abjunction (botany),6
节奏,節奏,jie2zou4,jiézòu,rhythm; cadence; tempo,6
枕头,枕頭,zhen3tou5,zhěntou,pillow,6
拼命,拼命,pin1 ming4,pīn mìng,risk one's life; desperately; with all one's might,6
操作,操作,cao1zuo4,cāozuò,operate; manipulate,6
情节,情節,qing2jie2,qíngjié,plot; circumstances,6
屏幕,屏幕,ping2mu4,píngmù,"screen (TV, etc.)",6
简体字,簡體字,jian3ti3zi4,jiǎntǐzì,simplified Chinese characters,6
吊,吊,diao4,diào,hang; suspend,6
过于,過於,guo4yu2,guòyú,too much; excessively,6
呵,呵,he1,hē,breathe out; scold,6
井,井,jing3,jǐng,a well,6
访问,訪問,fang3wen4,fǎngwèn,to visit; call on; to interview,6
细胞,細胞,xi4bao1,xìbāo,cell (biology),6
慷慨,慷慨,kang1kai3,kāngkǎi,vehement; fervent; generous,6
潜力,潛力,qian2li4,qiánlì,potential; capacity,6
举动,舉動,ju3dong4,jǔdòng,action; act; (make) a move; movement,6
鸽子,鴿子,ge1zi5,gēzi,dove; pigeon,6
抗议,抗議,kang4yi4,kàngyì,to protest; protest,6
周年,周年,zhou1nian2,zhōunián,anniversary; annual,6
财富,財富,cai2fu4,cáifù,wealth; riches; fortune,6
政策,政策,zheng4ce4,zhèngcè,policy,6
指责,指責,zhi3ze2,zhǐzé,to censure; criticize; find fault with,6
哭泣,哭泣,ku1qi4,kūqì,weep; cry; sob,6
良心,良心,liang2xin1,liángxīn,conscience,6
侄子,侄子,zhi2zi5,zhízi,nephew; brother's son or daughter,6
容忍,容忍,rong2ren3,róngrěn,put up with; tolerate; condone,6
渣,渣,zha1,zhā,dregs; slag,6
清除,清除,qing1chu2,qīngchú,eliminate; get rid of,6
尊严,尊嚴,zun1yan2,zūnyán,dignity; sanctity; honor,6
收音机,收音機,shou1yin1ji1,shōuyīnjī,radio,6
伴侣,伴侶,ban4lv3,bànlǚ,companion; partner; mate,6
遭受,遭受,zao1shou4,zāoshòu,suffer; suffering; be subjected to (something unfortunate),6
肿瘤,腫瘤,zhong3liu2,zhǒngliú,tumor; neoplasm,6
预算,預算,yu4suan4,yùsuàn,budget,6
气味,氣味,qi4wei4,qìwèi,odor; scent,6
发布,發布,fa1bu4,fābù,issue; announce; release,6
患者,患者,huan4zhe3,huànzhě,sufferer; patient; the sick,6
滋味,滋味,zi1wei4,zīwèi,taste; flavor; the way one feels,6
手法,手法,shou3fa3,shǒufǎ,technique; trick; skill; tact,6
涉及,涉及,she4ji2,shèjí,involve; relate to; to touch upon (a topic),6
征服,征服,zheng1fu2,zhēngfú,conquer; subdue,6
作弊,作弊,zuo4bi4,zuòbì,practice fraud; cheat,6
报仇,報仇,bao4chou2,bàochóu,retaliate; to revenge; avenge,6
浑身,渾身,hun2shen1,húnshēn,entire body; from head to foot,6
收藏,收藏,shou1cang2,shōucáng,collect; keep,6
布置,布置,bu4zhi4,bùzhì,arrange; decorate; decoration,6
泄露,泄露,xie4lou4,xièlòu,leak (information); divulge,6
着迷,著迷,zhao2mi2,zháomí,to be fascinated,6
典礼,典禮,dian3li3,diǎnlǐ,celebration; ceremony,6
皆,皆,jie1,jiē,all; each and every; in all cases,6
抵抗,抵抗,di3kang4,dǐkàng,resist; resistance,6
战术,戰術,zhan4shu4,zhànshù,(military) tactics,6
操纵,操縱,cao1zong4,cāozòng,operate; control; manipulation,6
局面,局面,ju2mian4,júmiàn,aspect; situation,6
设置,設置,she4zhi4,shèzhì,set up; install; to fit,6
奇妙,奇妙,qi2miao4,qímiào,wonderful; fantastic,6
消除,消除,xiao1chu2,xiāochú,eliminate; remove; clear up (abstract things）,6
代理,代理,dai4li3,dàilǐ,acting (temporarily filling a position); agent,6
防止,防止,fang2zhi3,fángzhǐ,prevent; protect; guard against; avoid,6
纯粹,純粹,chun2cui4,chúncuì,purely; pure,6
场面,場面,chang3mian4,chǎngmiàn,scene; occasion,6
窝,窩,wo1,wō,nest; den,6
幢,幢,"zhuang4, chuang2","zhuàng, chuáng","(mw for houses, buildings); tent | ancient pennant/streamer; Buddhist stone pillar",6
超越,超越,chao1yue4,chāoyuè,surpass; exceed; transcend,6
明明,明明,ming2ming2,míngmíng,obviously; plainly; undoubtedly,6
原始,原始,yuan2shi3,yuánshǐ,first; original; primitive,6
不惜,不惜,bu4xi1,bùxī,to not hesitate; not spare,6
祖父,祖父,zu3fu4,zǔfù,paternal grandfather,6
永恒,永恆,yong3heng2,yǒnghéng,eternal; everlasting,6
弱点,弱點,ruo4dian3,ruòdiǎn,weak point; failing,6
投诉,投訴,tou2su4,tóusù,make a complaint; appeal to a court,6
高潮,高潮,gao1chao2,gāocháo,high tide; upsurge; climax; chorus (of a song),6
拽,拽,"zhuai4, ye4, zhuai1, zhuai3","zhuài, yè, zhuāi, zhuǎi",drag; haul | drag | to throw; to fling,6
火焰,火焰,huo3yan4,huǒyàn,blaze; flame,6
服从,服從,fu2cong2,fúcóng,to obey; to comply,6
信念,信念,xin4nian4,xìnniàn,faith; belief; conviction,6
贿赂,賄賂,hui4lu4,huìlù,to bribe,6
签署,簽署,qian1shu3,qiānshǔ,sign (an agreement),6
故障,故障,gu4zhang4,gùzhàng,malfunction; breakdown,6
舱,艙,cang1,cāng,cabin; hold (of a ship or airplane),6
打仗,打仗,da3zhang4,dǎzhàng,fight; go to war; fight a battle,6
创作,創作,chuang4zuo4,chuàngzuò,create; to produce; creative work,6
分散,分散,fen1san4,fēnsàn,to scatter; disperse; distribute,6
咋,咋,"za3, zha1, zha4","zǎ, zhā, zhà",how/why (contraction of 怎么) | to bite down,6
降临,降臨,jiang4lin2,jiànglín,befall; descend； arrive； come,6
棕色,棕色,zong1se4,zōngsè,brown (the color),6
推测,推測,tui1ce4,tuīcè,speculate; conjecture; surmise,6
官方,官方,guan1fang1,guānfāng,official; (by the) government,6
坟墓,墳墓,fen2mu4,fénmù,tomb; sepulcher,6
曲子,曲子,qu3zi5,qǔzi,folk tune; music; melody,6
实施,實施,shi2shi1,shíshī,to implement; put into effect; carry out,6
贵族,貴族,gui4zu2,guìzú,lord; nobility; nobleman; noblewoman,6
陈述,陳述,chen2shu4,chénshù,allegation; assertation; to declare; to state,6
敞开,敞開,chang3kai1,chǎngkāi,open wide,6
边境,邊境,bian1jing4,biānjìng,"border, frontier",6
掩饰,掩飾,yan3shi4,yǎnshì,conceal a fault; gloss over,6
维护,維護,wei2hu4,wéihù,defend; to safeguard; defense; maintain,6
终点,終點,zhong1dian3,zhōngdiǎn,the end; end point; destination; finish line (in a race),6
野蛮,野蠻,ye3man2,yěmán,barbarous; uncivilized; cruel; wild,6
厌恶,厭惡,yan4wu4,yànwù,loathe; to hate; detest,6
责怪,責怪,ze2guai4,zéguài,blame; rebuke,6
漫长,漫長,man4chang2,màncháng,very long; endless,6
赞助,贊助,zan4zhu4,zànzhù,support; sponsor,6
预料,預料,yu4liao4,yùliào,anticipate; to forecast; expectation,6
正当,正當,zheng4 dang1,zhèng dāng,"timely; just when, (dàng) proper",6
堕落,墮落,duo4luo4,duòluò,morally degenerate; become depraved,6
合并,合並,he2bing4,hébìng,merge; annex,6
丢人,丟人,diu1 ren2,diū rén,lose face; be disgraced,6
极端,極端,ji2duan1,jíduān,extreme,6
年度,年度,nian2du4,niándù,"year (e.g. school year, fiscal year, etc.); annual",6
机械,機械,ji1xie4,jīxiè,machine; mechanical,6
